question_id,model,question,gold,is_correct_noexp,is_correct_exp_z0,is_correct_exp_z10,is_correct_exp_z20,is_correct_exp_z30,is_correct_exp_z40,is_correct_exp_z50,is_correct_exp_z60,is_correct_exp_z70,is_correct_exp_z80,is_correct_exp_z90
2,gpt_4o_mini,A fold observed in layers of sedimentary rock most likely resulted from the,B,True,True,True,True,True,True,True,True,True,True,True
2,mistral,A fold observed in layers of sedimentary rock most likely resulted from the,B,True,True,True,True,True,True,True,True,True,True,True
2,llama,A fold observed in layers of sedimentary rock most likely resulted from the,B,True,True,True,True,True,True,True,True,True,True,True
3,cohere,Which of these do scientists offer as the most recent explanation as to why many plants and animals died out at the end of the Mesozoic era?,D,True,True,True,True,True,True,True,True,True,True,True
3,gemini,Which of these do scientists offer as the most recent explanation as to why many plants and animals died out at the end of the Mesozoic era?,D,True,True,True,True,True,True,True,True,True,True,True
3,claude,Which of these do scientists offer as the most recent explanation as to why many plants and animals died out at the end of the Mesozoic era?,D,True,True,True,True,True,True,True,True,True,True,True
3,deepseek,Which of these do scientists offer as the most recent explanation as to why many plants and animals died out at the end of the Mesozoic era?,D,True,True,True,True,True,True,True,True,True,True,True
3,llama_scout,Which of these do scientists offer as the most recent explanation as to why many plants and animals died out at the end of the Mesozoic era?,D,True,True,True,True,True,True,True,True,True,True,True
3,gpt_4o_mini,Which of these do scientists offer as the most recent explanation as to why many plants and animals died out at the end of the Mesozoic era?,D,True,True,True,True,True,True,True,True,True,True,True
3,mistral,Which of these do scientists offer as the most recent explanation as to why many plants and animals died out at the end of the Mesozoic era?,D,True,True,True,True,True,True,True,True,True,True,True
3,llama,Which of these do scientists offer as the most recent explanation as to why many plants and animals died out at the end of the Mesozoic era?,D,True,True,True,True,True,True,True,True,True,True,True
4,cohere,A boat is acted on by a river current flowing north and by wind blowing on its sails. The boat travels northeast. In which direction is the wind most likely applying force to the sails of the boat?,B,True,False,False,False,False,True,True,True,False,False,True
4,gemini,A boat is acted on by a river current flowing north and by wind blowing on its sails. The boat travels northeast. In which direction is the wind most likely applying force to the sails of the boat?,B,True,True,False,False,False,True,False,False,True,False,False
4,claude,A boat is acted on by a river current flowing north and by wind blowing on its sails. The boat travels northeast. In which direction is the wind most likely applying force to the sails of the boat?,B,True,True,False,False,False,False,False,False,False,True,True
4,deepseek,A boat is acted on by a river current flowing north and by wind blowing on its sails. The boat travels northeast. In which direction is the wind most likely applying force to the sails of the boat?,B,True,True,False,False,False,False,False,False,False,False,False
4,llama_scout,A boat is acted on by a river current flowing north and by wind blowing on its sails. The boat travels northeast. In which direction is the wind most likely applying force to the sails of the boat?,B,True,True,False,False,False,True,True,True,True,True,True
4,gpt_4o_mini,A boat is acted on by a river current flowing north and by wind blowing on its sails. The boat travels northeast. In which direction is the wind most likely applying force to the sails of the boat?,B,True,False,False,False,True,False,False,False,False,False,False
4,mistral,A boat is acted on by a river current flowing north and by wind blowing on its sails. The boat travels northeast. In which direction is the wind most likely applying force to the sails of the boat?,B,True,False,False,False,False,True,False,False,True,False,False
4,llama,A boat is acted on by a river current flowing north and by wind blowing on its sails. The boat travels northeast. In which direction is the wind most likely applying force to the sails of the boat?,B,True,True,False,False,False,False,False,False,True,True,True
5,cohere,Which land form is the result of the constructive force of a glacier?,B,False,False,False,False,False,False,False,False,False,False,False
5,gemini,Which land form is the result of the constructive force of a glacier?,B,False,False,False,False,False,False,False,False,False,False,False
5,claude,Which land form is the result of the constructive force of a glacier?,B,False,True,False,False,False,False,False,True,True,False,False
5,deepseek,Which land form is the result of the constructive force of a glacier?,B,False,True,False,False,False,False,False,False,True,True,False
5,llama_scout,Which land form is the result of the constructive force of a glacier?,B,False,True,False,False,True,False,True,True,True,True,True
5,gpt_4o_mini,Which land form is the result of the constructive force of a glacier?,B,False,True,False,False,False,True,True,True,True,True,True
5,mistral,Which land form is the result of the constructive force of a glacier?,B,False,True,False,False,False,False,False,True,False,False,False
5,llama,Which land form is the result of the constructive force of a glacier?,B,False,True,False,False,False,False,False,False,False,True,False
6,cohere,Which statement best compares single-celled and multi-celled organisms?,C,False,True,False,True,True,True,True,True,True,True,True
6,gemini,Which statement best compares single-celled and multi-celled organisms?,C,False,True,True,True,True,True,True,True,True,True,True
6,claude,Which statement best compares single-celled and multi-celled organisms?,C,False,True,True,True,True,True,True,True,True,True,True
6,deepseek,Which statement best compares single-celled and multi-celled organisms?,C,False,True,True,True,True,True,True,True,True,True,True
6,llama_scout,Which statement best compares single-celled and multi-celled organisms?,C,False,True,True,True,True,True,True,True,True,True,True
6,gpt_4o_mini,Which statement best compares single-celled and multi-celled organisms?,C,False,True,False,True,True,True,True,True,True,True,True
6,mistral,Which statement best compares single-celled and multi-celled organisms?,C,False,True,True,True,True,True,True,False,False,False,True
6,llama,Which statement best compares single-celled and multi-celled organisms?,C,False,True,False,True,False,True,True,True,True,True,True
7,cohere,"As part of an experiment, an astronaut takes a scale to the Moon and weighs himself. The scale reads 31 pounds. If the astronaut has a mass of about 84 kilograms, which are the approximate weight and mass of the astronaut when standing on the Earth?",D,True,True,True,False,True,True,True,True,True,True,True
7,gemini,"As part of an experiment, an astronaut takes a scale to the Moon and weighs himself. The scale reads 31 pounds. If the astronaut has a mass of about 84 kilograms, which are the approximate weight and mass of the astronaut when standing on the Earth?",D,True,True,True,False,True,True,True,True,True,True,True
7,claude,"As part of an experiment, an astronaut takes a scale to the Moon and weighs himself. The scale reads 31 pounds. If the astronaut has a mass of about 84 kilograms, which are the approximate weight and mass of the astronaut when standing on the Earth?",D,True,True,True,True,True,True,True,True,True,True,True
7,deepseek,"As part of an experiment, an astronaut takes a scale to the Moon and weighs himself. The scale reads 31 pounds. If the astronaut has a mass of about 84 kilograms, which are the approximate weight and mass of the astronaut when standing on the Earth?",D,True,True,True,True,True,True,True,True,True,True,True
7,llama_scout,"As part of an experiment, an astronaut takes a scale to the Moon and weighs himself. The scale reads 31 pounds. If the astronaut has a mass of about 84 kilograms, which are the approximate weight and mass of the astronaut when standing on the Earth?",D,True,True,True,True,True,True,True,True,True,True,True
7,gpt_4o_mini,"As part of an experiment, an astronaut takes a scale to the Moon and weighs himself. The scale reads 31 pounds. If the astronaut has a mass of about 84 kilograms, which are the approximate weight and mass of the astronaut when standing on the Earth?",D,True,True,True,True,True,True,True,True,True,True,True
7,mistral,"As part of an experiment, an astronaut takes a scale to the Moon and weighs himself. The scale reads 31 pounds. If the astronaut has a mass of about 84 kilograms, which are the approximate weight and mass of the astronaut when standing on the Earth?",D,True,True,True,True,True,True,True,True,True,True,True
7,llama,"As part of an experiment, an astronaut takes a scale to the Moon and weighs himself. The scale reads 31 pounds. If the astronaut has a mass of about 84 kilograms, which are the approximate weight and mass of the astronaut when standing on the Earth?",D,True,True,True,True,False,True,True,True,True,True,True
8,cohere,Which of the following is a trait that a dog does NOT inherit from its parents?,C,False,True,True,True,True,True,True,True,True,True,True
8,gemini,Which of the following is a trait that a dog does NOT inherit from its parents?,C,False,True,True,True,True,True,True,True,True,True,True
8,claude,Which of the following is a trait that a dog does NOT inherit from its parents?,C,False,True,True,True,True,True,True,True,True,True,True
8,deepseek,Which of the following is a trait that a dog does NOT inherit from its parents?,C,False,True,True,True,True,True,True,True,True,True,True
8,llama_scout,Which of the following is a trait that a dog does NOT inherit from its parents?,C,False,False,True,True,True,True,True,True,True,True,True
8,gpt_4o_mini,Which of the following is a trait that a dog does NOT inherit from its parents?,C,False,True,True,True,True,True,True,True,True,True,True
8,mistral,Which of the following is a trait that a dog does NOT inherit from its parents?,C,False,True,True,True,True,True,True,True,True,True,True
8,llama,Which of the following is a trait that a dog does NOT inherit from its parents?,C,False,True,True,True,True,True,True,True,True,True,True
9,cohere,"Hatchling sea turtles are typically dark in color. Occasionally, a sea turtle hatches that is almost white in color. When crawling from the nest on the beach to the ocean, this light-colored sea turtle could be at risk for sunburn. The light color of the turtles would most likely",C,True,True,True,True,True,True,True,True,True,True,True
9,gemini,"Hatchling sea turtles are typically dark in color. Occasionally, a sea turtle hatches that is almost white in color. When crawling from the nest on the beach to the ocean, this light-colored sea turtle could be at risk for sunburn. The light color of the turtles would most likely",C,True,True,True,True,True,True,True,True,True,True,True
9,claude,"Hatchling sea turtles are typically dark in color. Occasionally, a sea turtle hatches that is almost white in color. When crawling from the nest on the beach to the ocean, this light-colored sea turtle could be at risk for sunburn. The light color of the turtles would most likely",C,True,True,True,True,True,True,True,True,True,True,True
9,deepseek,"Hatchling sea turtles are typically dark in color. Occasionally, a sea turtle hatches that is almost white in color. When crawling from the nest on the beach to the ocean, this light-colored sea turtle could be at risk for sunburn. The light color of the turtles would most likely",C,True,True,True,True,True,True,True,True,True,True,True
9,llama_scout,"Hatchling sea turtles are typically dark in color. Occasionally, a sea turtle hatches that is almost white in color. When crawling from the nest on the beach to the ocean, this light-colored sea turtle could be at risk for sunburn. The light color of the turtles would most likely",C,True,True,True,True,True,True,True,True,True,True,True
9,gpt_4o_mini,"Hatchling sea turtles are typically dark in color. Occasionally, a sea turtle hatches that is almost white in color. When crawling from the nest on the beach to the ocean, this light-colored sea turtle could be at risk for sunburn. The light color of the turtles would most likely",C,True,True,True,True,True,True,True,True,True,True,True
9,mistral,"Hatchling sea turtles are typically dark in color. Occasionally, a sea turtle hatches that is almost white in color. When crawling from the nest on the beach to the ocean, this light-colored sea turtle could be at risk for sunburn. The light color of the turtles would most likely",C,True,True,True,True,True,True,True,True,True,True,True
9,llama,"Hatchling sea turtles are typically dark in color. Occasionally, a sea turtle hatches that is almost white in color. When crawling from the nest on the beach to the ocean, this light-colored sea turtle could be at risk for sunburn. The light color of the turtles would most likely",C,True,True,True,True,True,True,True,True,True,True,True
10,cohere,"Photosynthesis is a process involving carbon dioxide, water, glucose, oxygen, and sunlight. Which is the correct chemical equation for photosynthesis?",D,True,True,True,True,True,True,True,True,True,True,True
10,gemini,"Photosynthesis is a process involving carbon dioxide, water, glucose, oxygen, and sunlight. Which is the correct chemical equation for photosynthesis?",D,True,True,True,True,True,True,True,True,True,True,True
10,claude,"Photosynthesis is a process involving carbon dioxide, water, glucose, oxygen, and sunlight. Which is the correct chemical equation for photosynthesis?",D,True,True,True,True,True,True,True,True,True,True,True
10,deepseek,"Photosynthesis is a process involving carbon dioxide, water, glucose, oxygen, and sunlight. Which is the correct chemical equation for photosynthesis?",D,True,True,True,True,True,True,True,True,True,True,True
10,llama_scout,"Photosynthesis is a process involving carbon dioxide, water, glucose, oxygen, and sunlight. Which is the correct chemical equation for photosynthesis?",D,True,True,True,True,True,True,True,True,True,True,True
10,gpt_4o_mini,"Photosynthesis is a process involving carbon dioxide, water, glucose, oxygen, and sunlight. Which is the correct chemical equation for photosynthesis?",D,True,True,True,True,True,True,True,True,True,True,True
10,mistral,"Photosynthesis is a process involving carbon dioxide, water, glucose, oxygen, and sunlight. Which is the correct chemical equation for photosynthesis?",D,True,True,True,True,True,True,True,True,True,True,True
10,llama,"Photosynthesis is a process involving carbon dioxide, water, glucose, oxygen, and sunlight. Which is the correct chemical equation for photosynthesis?",D,True,True,True,True,True,True,True,True,True,True,True
11,cohere,Which of the following is an example of a physical change?,B,True,True,True,True,True,True,True,True,True,True,True
11,gemini,Which of the following is an example of a physical change?,B,True,True,True,True,True,True,True,True,True,True,True
11,claude,Which of the following is an example of a physical change?,B,True,True,True,True,True,True,True,True,True,True,True
11,deepseek,Which of the following is an example of a physical change?,B,True,True,True,True,True,True,True,True,True,True,True
11,llama_scout,Which of the following is an example of a physical change?,B,True,True,True,True,True,True,True,True,True,True,True
11,gpt_4o_mini,Which of the following is an example of a physical change?,B,True,True,True,True,True,True,False,True,True,True,True
11,mistral,Which of the following is an example of a physical change?,B,True,True,True,True,True,True,True,False,True,False,True
11,llama,Which of the following is an example of a physical change?,B,True,True,True,True,True,True,True,True,True,True,True
12,cohere,Which of the following areas is most likely to form metamorphic rocks such as gneiss and schist?,C,True,True,True,True,True,True,True,True,True,True,True
12,gemini,Which of the following areas is most likely to form metamorphic rocks such as gneiss and schist?,C,True,True,True,True,True,True,True,True,True,True,True
12,claude,Which of the following areas is most likely to form metamorphic rocks such as gneiss and schist?,C,True,True,True,True,True,True,True,True,True,True,True
12,deepseek,Which of the following areas is most likely to form metamorphic rocks such as gneiss and schist?,C,True,True,True,True,True,True,True,True,True,True,True
12,llama_scout,Which of the following areas is most likely to form metamorphic rocks such as gneiss and schist?,C,True,True,True,True,True,True,True,True,True,True,True
12,gpt_4o_mini,Which of the following areas is most likely to form metamorphic rocks such as gneiss and schist?,C,True,True,True,True,True,True,True,True,True,True,True
12,mistral,Which of the following areas is most likely to form metamorphic rocks such as gneiss and schist?,C,True,True,True,True,True,True,True,True,True,True,True
12,llama,Which of the following areas is most likely to form metamorphic rocks such as gneiss and schist?,C,True,True,True,True,True,True,True,True,True,True,True
13,cohere,The male insects in a population are treated to prevent sperm production. Would this reduce this insect population?,C,True,True,True,False,True,True,True,True,True,True,True
13,gemini,The male insects in a population are treated to prevent sperm production. Would this reduce this insect population?,C,True,True,True,True,True,True,True,True,True,True,True
13,claude,The male insects in a population are treated to prevent sperm production. Would this reduce this insect population?,C,True,True,True,True,True,True,True,True,True,True,True
13,deepseek,The male insects in a population are treated to prevent sperm production. Would this reduce this insect population?,C,True,True,True,True,True,True,True,True,True,True,True
13,llama_scout,The male insects in a population are treated to prevent sperm production. Would this reduce this insect population?,C,True,True,True,True,True,True,True,True,True,True,True
13,gpt_4o_mini,The male insects in a population are treated to prevent sperm production. Would this reduce this insect population?,C,True,True,True,True,True,True,True,True,True,True,True
13,mistral,The male insects in a population are treated to prevent sperm production. Would this reduce this insect population?,C,True,True,False,True,False,True,True,True,True,True,True
13,llama,The male insects in a population are treated to prevent sperm production. Would this reduce this insect population?,C,True,True,True,True,True,True,True,True,True,True,True
14,cohere,"On Earth, water can be a solid, a liquid, or a gas. Which energy source has the greatest influence on the state of matter of water?",A,True,True,True,True,True,True,True,True,True,True,True
14,gemini,"On Earth, water can be a solid, a liquid, or a gas. Which energy source has the greatest influence on the state of matter of water?",A,True,True,True,True,True,True,True,True,True,True,True
14,claude,"On Earth, water can be a solid, a liquid, or a gas. Which energy source has the greatest influence on the state of matter of water?",A,True,True,True,True,True,True,True,True,True,True,True
14,deepseek,"On Earth, water can be a solid, a liquid, or a gas. Which energy source has the greatest influence on the state of matter of water?",A,True,True,True,True,True,True,True,True,True,True,True
14,llama_scout,"On Earth, water can be a solid, a liquid, or a gas. Which energy source has the greatest influence on the state of matter of water?",A,True,True,True,True,True,True,True,True,True,True,True
14,gpt_4o_mini,"On Earth, water can be a solid, a liquid, or a gas. Which energy source has the greatest influence on the state of matter of water?",A,True,True,True,True,True,True,True,True,True,True,True
14,mistral,"On Earth, water can be a solid, a liquid, or a gas. Which energy source has the greatest influence on the state of matter of water?",A,True,True,True,True,True,True,False,False,True,True,False
14,llama,"On Earth, water can be a solid, a liquid, or a gas. Which energy source has the greatest influence on the state of matter of water?",A,True,True,True,True,True,True,True,True,True,True,True
15,cohere,A ship leaks a large amount of oil near a coastal area. Which statement describes how the oil most likely will affect the coastal habitat?,B,True,True,True,True,True,True,True,True,True,True,True
15,gemini,A ship leaks a large amount of oil near a coastal area. Which statement describes how the oil most likely will affect the coastal habitat?,B,True,True,True,True,True,True,True,True,True,True,True
15,claude,A ship leaks a large amount of oil near a coastal area. Which statement describes how the oil most likely will affect the coastal habitat?,B,True,True,True,True,True,True,True,True,True,True,True
15,deepseek,A ship leaks a large amount of oil near a coastal area. Which statement describes how the oil most likely will affect the coastal habitat?,B,True,True,True,True,True,True,True,True,True,True,True
15,llama_scout,A ship leaks a large amount of oil near a coastal area. Which statement describes how the oil most likely will affect the coastal habitat?,B,True,True,True,True,True,True,True,True,True,True,True
15,gpt_4o_mini,A ship leaks a large amount of oil near a coastal area. Which statement describes how the oil most likely will affect the coastal habitat?,B,True,True,True,True,True,True,True,True,True,True,True
15,mistral,A ship leaks a large amount of oil near a coastal area. Which statement describes how the oil most likely will affect the coastal habitat?,B,True,True,False,False,True,False,False,True,True,True,True
15,llama,A ship leaks a large amount of oil near a coastal area. Which statement describes how the oil most likely will affect the coastal habitat?,B,True,True,True,True,True,True,True,True,True,True,True
16,cohere,A chemical property of a mineral is evident if the mineral,B,True,True,True,True,True,True,True,True,True,True,True
16,gemini,A chemical property of a mineral is evident if the mineral,B,True,True,True,True,True,True,True,True,True,True,True
16,claude,A chemical property of a mineral is evident if the mineral,B,True,True,True,True,True,True,True,True,True,True,True
16,deepseek,A chemical property of a mineral is evident if the mineral,B,True,True,True,True,True,True,True,True,True,True,True
16,llama_scout,A chemical property of a mineral is evident if the mineral,B,True,True,True,True,True,True,True,True,True,True,True
16,gpt_4o_mini,A chemical property of a mineral is evident if the mineral,B,True,True,True,True,True,True,True,True,True,True,True
16,mistral,A chemical property of a mineral is evident if the mineral,B,True,True,True,True,True,True,True,True,True,True,True
16,llama,A chemical property of a mineral is evident if the mineral,B,True,True,True,True,True,True,True,True,True,True,True
17,cohere,"One evening as it is getting dark, Alex sits on the front porch and watches the sun slowly disappear behind the neighbor's house across the street. Which explains this observation?",D,True,False,True,False,False,False,True,False,False,False,False
17,gemini,"One evening as it is getting dark, Alex sits on the front porch and watches the sun slowly disappear behind the neighbor's house across the street. Which explains this observation?",D,True,True,False,False,False,False,False,False,True,False,False
17,claude,"One evening as it is getting dark, Alex sits on the front porch and watches the sun slowly disappear behind the neighbor's house across the street. Which explains this observation?",D,True,True,True,True,True,False,False,False,False,False,False
17,deepseek,"One evening as it is getting dark, Alex sits on the front porch and watches the sun slowly disappear behind the neighbor's house across the street. Which explains this observation?",D,True,False,False,True,True,True,True,True,True,True,True
17,llama_scout,"One evening as it is getting dark, Alex sits on the front porch and watches the sun slowly disappear behind the neighbor's house across the street. Which explains this observation?",D,True,False,False,False,False,False,False,False,False,False,False
17,gpt_4o_mini,"One evening as it is getting dark, Alex sits on the front porch and watches the sun slowly disappear behind the neighbor's house across the street. Which explains this observation?",D,True,False,True,False,True,True,False,False,True,True,True
17,mistral,"One evening as it is getting dark, Alex sits on the front porch and watches the sun slowly disappear behind the neighbor's house across the street. Which explains this observation?",D,True,True,True,True,True,True,False,False,False,True,False
17,llama,"One evening as it is getting dark, Alex sits on the front porch and watches the sun slowly disappear behind the neighbor's house across the street. Which explains this observation?",D,True,False,False,False,False,False,False,False,False,True,True
18,cohere,A toothpaste commercial states that a brand of toothpaste has a higher concentration of fluoride than any other toothpaste available. The commercial is most likely inferring that the advertised toothpaste,C,True,True,True,False,True,True,True,True,True,True,True
18,gemini,A toothpaste commercial states that a brand of toothpaste has a higher concentration of fluoride than any other toothpaste available. The commercial is most likely inferring that the advertised toothpaste,C,True,True,True,True,True,True,True,True,True,True,True
18,claude,A toothpaste commercial states that a brand of toothpaste has a higher concentration of fluoride than any other toothpaste available. The commercial is most likely inferring that the advertised toothpaste,C,True,True,True,True,True,True,True,True,True,True,True
18,deepseek,A toothpaste commercial states that a brand of toothpaste has a higher concentration of fluoride than any other toothpaste available. The commercial is most likely inferring that the advertised toothpaste,C,True,True,True,True,True,False,True,True,True,True,True
18,llama_scout,A toothpaste commercial states that a brand of toothpaste has a higher concentration of fluoride than any other toothpaste available. The commercial is most likely inferring that the advertised toothpaste,C,True,True,True,True,True,True,True,True,True,True,True
18,gpt_4o_mini,A toothpaste commercial states that a brand of toothpaste has a higher concentration of fluoride than any other toothpaste available. The commercial is most likely inferring that the advertised toothpaste,C,True,True,True,True,True,True,True,True,True,True,True
18,mistral,A toothpaste commercial states that a brand of toothpaste has a higher concentration of fluoride than any other toothpaste available. The commercial is most likely inferring that the advertised toothpaste,C,True,True,True,True,True,True,True,True,True,True,True
18,llama,A toothpaste commercial states that a brand of toothpaste has a higher concentration of fluoride than any other toothpaste available. The commercial is most likely inferring that the advertised toothpaste,C,True,True,True,True,True,True,True,True,True,True,True
19,cohere,What do cells break down to produce energy?,A,True,True,True,True,True,True,True,True,True,True,True
19,gemini,What do cells break down to produce energy?,A,True,True,True,True,True,True,True,True,True,True,True
19,claude,What do cells break down to produce energy?,A,True,True,True,True,True,True,True,True,True,True,True
19,deepseek,What do cells break down to produce energy?,A,True,True,True,True,True,True,True,True,True,True,True
19,llama_scout,What do cells break down to produce energy?,A,True,True,True,True,True,True,True,True,True,True,True
19,gpt_4o_mini,What do cells break down to produce energy?,A,True,True,True,True,True,True,True,True,True,True,True
19,mistral,What do cells break down to produce energy?,A,True,True,True,True,True,True,True,True,True,True,True
19,llama,What do cells break down to produce energy?,A,True,True,True,True,True,True,True,True,True,True,True
20,cohere,"Laura adds 50 mL of boiling water to 100 mL of ice water. If the 150 mL of water is then put into a freezer, at what temperature will the water freeze?",A,True,True,True,True,False,True,True,True,True,True,True
20,gemini,"Laura adds 50 mL of boiling water to 100 mL of ice water. If the 150 mL of water is then put into a freezer, at what temperature will the water freeze?",A,True,True,True,True,True,True,True,True,True,True,True
20,claude,"Laura adds 50 mL of boiling water to 100 mL of ice water. If the 150 mL of water is then put into a freezer, at what temperature will the water freeze?",A,True,True,True,True,True,True,True,True,True,True,True
20,deepseek,"Laura adds 50 mL of boiling water to 100 mL of ice water. If the 150 mL of water is then put into a freezer, at what temperature will the water freeze?",A,True,True,True,True,True,True,True,True,True,True,True
20,llama_scout,"Laura adds 50 mL of boiling water to 100 mL of ice water. If the 150 mL of water is then put into a freezer, at what temperature will the water freeze?",A,True,True,True,True,True,True,True,True,True,True,True
20,gpt_4o_mini,"Laura adds 50 mL of boiling water to 100 mL of ice water. If the 150 mL of water is then put into a freezer, at what temperature will the water freeze?",A,True,True,True,True,True,True,True,True,True,True,True
20,mistral,"Laura adds 50 mL of boiling water to 100 mL of ice water. If the 150 mL of water is then put into a freezer, at what temperature will the water freeze?",A,True,True,True,True,True,True,True,True,True,True,True
20,llama,"Laura adds 50 mL of boiling water to 100 mL of ice water. If the 150 mL of water is then put into a freezer, at what temperature will the water freeze?",A,True,True,True,True,True,True,True,True,True,True,True
21,cohere,A signal from the brain to a muscle in the arm is transmitted by which structures?,C,True,True,True,True,True,True,True,True,True,True,True
21,gemini,A signal from the brain to a muscle in the arm is transmitted by which structures?,C,True,False,True,True,True,True,True,False,False,False,False
21,claude,A signal from the brain to a muscle in the arm is transmitted by which structures?,C,True,True,True,True,True,True,True,True,True,True,True
21,deepseek,A signal from the brain to a muscle in the arm is transmitted by which structures?,C,True,True,True,True,True,True,True,True,True,True,True
21,llama_scout,A signal from the brain to a muscle in the arm is transmitted by which structures?,C,True,True,True,True,True,True,True,True,True,True,True
21,gpt_4o_mini,A signal from the brain to a muscle in the arm is transmitted by which structures?,C,True,True,True,True,True,True,True,True,True,True,True
21,mistral,A signal from the brain to a muscle in the arm is transmitted by which structures?,C,True,True,True,True,True,True,True,True,True,True,True
21,llama,A signal from the brain to a muscle in the arm is transmitted by which structures?,C,True,True,True,True,True,True,True,True,True,True,True
22,cohere,The composition of soil influences the soil's ability to retain and transmit water and air. What soil type would be best for planting a productive garden?,B,True,True,True,True,True,True,True,True,True,True,True
22,gemini,The composition of soil influences the soil's ability to retain and transmit water and air. What soil type would be best for planting a productive garden?,B,True,True,True,True,True,True,True,True,True,True,True
22,claude,The composition of soil influences the soil's ability to retain and transmit water and air. What soil type would be best for planting a productive garden?,B,True,True,True,True,True,True,True,True,True,True,True
22,deepseek,The composition of soil influences the soil's ability to retain and transmit water and air. What soil type would be best for planting a productive garden?,B,True,True,True,True,True,True,True,True,True,True,True
22,llama_scout,The composition of soil influences the soil's ability to retain and transmit water and air. What soil type would be best for planting a productive garden?,B,True,True,True,True,True,True,True,True,True,True,True
22,gpt_4o_mini,The composition of soil influences the soil's ability to retain and transmit water and air. What soil type would be best for planting a productive garden?,B,True,True,True,True,True,True,True,True,True,True,True
22,mistral,The composition of soil influences the soil's ability to retain and transmit water and air. What soil type would be best for planting a productive garden?,B,True,True,True,True,True,True,True,True,True,True,True
22,llama,The composition of soil influences the soil's ability to retain and transmit water and air. What soil type would be best for planting a productive garden?,B,True,True,True,True,True,True,True,True,True,True,True
23,cohere,How many times does Earth rotate on its axis in one day?,A,False,True,True,True,False,True,True,True,True,True,True
23,gemini,How many times does Earth rotate on its axis in one day?,A,False,False,True,True,False,True,False,False,False,True,False
23,claude,How many times does Earth rotate on its axis in one day?,A,False,True,False,True,True,True,True,True,True,True,True
23,deepseek,How many times does Earth rotate on its axis in one day?,A,False,True,True,False,True,True,True,True,True,True,True
23,llama_scout,How many times does Earth rotate on its axis in one day?,A,False,True,True,True,True,False,True,True,True,True,True
23,gpt_4o_mini,How many times does Earth rotate on its axis in one day?,A,False,False,False,True,True,True,True,True,True,True,True
23,mistral,How many times does Earth rotate on its axis in one day?,A,False,True,False,True,False,False,True,True,True,True,True
23,llama,How many times does Earth rotate on its axis in one day?,A,False,False,True,True,False,True,False,True,True,False,False
